URL: /
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /css/styles.css
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:53:49 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /css/styles.css
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Wed Nov 29 2023 04:54:01 GMT-0800 (Pacific Standard Time)

::1 - - [27/Dec/2023:06:34:48 +0000] "GET /directors HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:34:57 +0000] "GET /director HTTP/1.1" 500 1474 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:35:09 +0000] "GET /directors HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:35:10 +0000] "GET /directors HTTP/1.1" 404 148 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:35:27 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:36:50 +0000] "GET /genres HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:36:59 +0000] "GET /genre HTTP/1.1" 500 1471 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:37:06 +0000] "GET /genres HTTP/1.1" 404 145 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:37:29 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:37:32 +0000] "GET /movies/genre HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:37:36 +0000] "GET /movies/genres HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:37:45 +0000] "GET /movies/genre HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:37:52 +0000] "GET /movies/genres HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:38:10 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 1310 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:39:06 +0000] "GET /movies/director HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:39:12 +0000] "GET /movies/director HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:39:16 +0000] "GET /movies/directors HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:47:50 +0000] "GET /movies/movies HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:47:57 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:57:10 +0000] "GET /users HTTP/1.1" 404 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:57:13 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:57:17 +0000] "GET /movies/users HTTP/1.1" 400 13 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:06:57:19 +0000] "GET /movies HTTP/1.1" 200 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
::1 - - [27/Dec/2023:15:58:30 +0000] "GET /movies HTTP/1.1" 200 669 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:04:30 +0000] "GET /movies/title HTTP/1.1" 400 13 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:04:32 +0000] "GET /movies/title HTTP/1.1" 400 13 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:05:37 +0000] "GET /movies/genre HTTP/1.1" 400 15 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:05:49 +0000] "GET /movies/genre/comedy HTTP/1.1" 500 1310 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:06:30 +0000] "GET /movies/Free%Guy HTTP/1.1" 400 1419 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:06:48 +0000] "GET /movies HTTP/1.1" 200 669 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:09:10 +0000] "GET /movies/Comedy HTTP/1.1" 400 15 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:09:13 +0000] "GET /movies/Comedy HTTP/1.1" 400 15 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:09:26 +0000] "GET /movies/Director HTTP/1.1" 400 15 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:09:36 +0000] "GET /Director HTTP/1.1" 404 147 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:09:41 +0000] "GET /Directors HTTP/1.1" 404 148 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:09:47 +0000] "GET /directors HTTP/1.1" 404 148 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:11:08 +0000] "GET /movies HTTP/1.1" 200 669 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:11:51 +0000] "GET /imageurl HTTP/1.1" 500 1475 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:12:58 +0000] "GET /movies HTTP/1.1" 200 669 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:13:16 +0000] "GET /movies HTTP/1.1" 404 145 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:13:53 +0000] "GET /movies HTTP/1.1" 200 669 "-" "PostmanRuntime/7.36.0"
::1 - - [27/Dec/2023:16:14:32 +0000] "GET /movies HTTP/1.1" 200 669 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:26:20 +0000] "GET /movies HTTP/1.1" 500 667 "-" "PostmanRuntime/7.36.0"
::1 - - [29/Dec/2023:05:26:58 +0000] "GET /movies HTTP/1.1" 500 667 "-" "PostmanRuntime/7.36.0"
